id,url,title,price,price_numeric,location,listing_area_m2,listing_zone,listing_type,cost_per_sqm,lat,lng,road_distance_m,road_type,slope_pct,slope_class,district,municipality,parcel_number,sheet,plan,block,parcel_area_m2,planning_zone,planning_zone_desc,substation_el,substation_en,substation_id,hosting_capacity_mw,res_total_mw,available_capacity_mw
6162874,https://www.bazaraki.com/adv/6162874_residential-plot-1300-m2/?p=73,Residential Plot 1300 m²,€180.000,180000,"Larnaca, Alethriko",1300,H1,Residential,138.46,34.85838457056799,33.49372138725,17,tertiary,6.7,moderate,LARNAKA,ALETHRIKO,89,50,4125V01,1,1311,Η1,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,Ε.Β.ΖΩΝΗ,FREE INDUSTRIAL ZONE,FIZ,58.81713,58.81713,0
6043661,https://www.bazaraki.com/adv/6043661_residential-land-3201-m2/?p=86,Residential Field 3201 m²,€495.000,495000,"Limassol, Ypsonas",3201,,Residential,154.64,34.69351441827387,32.96679309400932,18,residential,2.7,flat,LEMESOS,"KOURIO, YPSONAS",2056,53,55,0,1664,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
4269171,https://www.bazaraki.com/adv/4269171_commercial-land-542-m2/?p=93,Commercial land 542 m²,€750.000,750000,"Limassol, Ekali",542,,Commercial,1383.76,34.69527938280489,33.01679648188435,8,residential,1.6,flat,LEMESOS,"LEMESOS, LEMESOS",440,54,490502,1,6173,Κα5,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
6216930,https://www.bazaraki.com/adv/6216930_industrial-field-6382-m2/?p=42,Industrial Field 6382 m²,€105.000,105000,"Famagusta, Deryneia",6382,Βε2,Industrial,16.45,35.049858021413,33.968457867272,305,residential,2.7,flat,AMMOCHOSTOS,"PARALIMNI - DERYNEIA, DERYNEIA",681,0,2-288-380,4,1720,Δα1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΜΕΛΙΖΟΝΑ,MELIZONA,MELI,45.6,9.868421,35.731579
5685096,https://www.bazaraki.com/adv/5685096_residential-land-10535-m2/?p=52,Residential Field 10535 m²,€900.000,900000,"Limassol, Pyrgos Lemesou",10535,,Residential,85.43,34.74393092912279,33.18182820695087,41,residential,2.2,flat,LEMESOS,PYRGOS LEMESOU,244,54,5129V01,1,308,Η1,ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6006653,https://www.bazaraki.com/adv/6006653_residential-land-553-m2/?p=59,Residential land 553 m²,€94.000,94000,"Nicosia, Tseri",553,Kα6,Residential,169.98,35.06958687546556,33.32172790257565,9,residential,5.5,moderate,LEFKOSIA,"LAKATAMEIA, TSERI",958,30,37W2,12,2501,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
5935686,https://www.bazaraki.com/adv/5935686_share-residential-land-522-m2/?p=31,Residential Plot 522 m²,€210.000,210000,"Nicosia, Nicosia - Panagia",522,Κα6,Residential,402.3,35.16046967893596,33.40168786695287,7,residential,0.4,flat,LEFKOSIA,"LEFKOSIA, AGLANTZIA",,,,,,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΑΠΑΚΩΣΤΑΣ,PAPACOSTAS,PAPA,69.28,13.902849,55.377151
6216311,https://www.bazaraki.com/adv/6216311_tourist-plot-8415-m2/?p=43,Tourist Plot 8415 m²,€590.000,590000,"Famagusta, Sotira",8415,Τ2β,Tourist,70.11,35.028164,33.95192,0,secondary,1.1,flat,AMMOCHOSTOS,"AGIA NAPA, SOTIRA",,,,,,Εβ-ΚΕΠ,ΕΜΠΟΡΙΚΕΣ ΚΑΙ ΑΛΛΕΣ ΣΥΝΑΦΕΙΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
5782084,https://www.bazaraki.com/adv/5782084_residential-land-967-m2/?p=36,Residential Field 961 m²,€99.000,99000,"Nicosia, Agioi Trimithias",961,H1,Residential,103.02,35.1142187344364,33.21276996284723,10,tertiary,7.1,moderate,LEFKOSIA,AGIOI TRIMITHIAS,1,0,2-219-387,7,618,Η2,ΚΑΤΟΙΚΙΑ,ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ,KOKKINOTRIMITHIA,KOKK,45.368034,45.368034,0
5727438,https://www.bazaraki.com/adv/5727438_residential-land-1338-m2/?p=11,Residential land 1338 m²,€900.000,900000,"Limassol, Asomatos Lemesou",1338,Κα9,Residential,672.65,34.6539429501719,32.99254991345008,13,secondary,1.8,flat,LEMESOS,"LEMESOS, TSERKEZOI",199,58,16,0,15107,Κα9,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
5925605,https://www.bazaraki.com/adv/5925605_residential-land-400-m2/?p=40,Residential Plot 400 m²,€146.000,146000,"Limassol, Palodeia",400,,Residential,365.0,34.746648,33.009173,20,residential,3.8,flat,LEMESOS,PALODEIA,591,54,17,0,731,Η3,ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
4735053,https://www.bazaraki.com/adv/4735053_residential-land-4544-m2/?p=62,Residential land 4544 m²,€2.000.000,2000000,"Limassol, Agios Tychon",4544,,Residential,440.14,34.71770191847723,33.13502129311455,66,residential,1.1,flat,LEMESOS,AGIOS TYCHON,178,0,2-212-343,2,6312,Η5,ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
5185111,https://www.bazaraki.com/adv/5185111_residential-land-572-m2/?p=19,Residential Plot 572 m²,€320.000,320000,"Nicosia, Geri",572,,Residential,559.44,35.130485,33.401386,,,4.0,flat,LEFKOSIA,"LEFKOSIA, AGLANTZIA",27,30,07E1,7,5695887,Δα1,ΖΩΝΕΣ ΠΡΟΣΤΑΣΙΑΣ,ΑΘΑΛΑΣΣΑ,ATHALASSA 132kV,ATHA,45.955909,45.955909,0
3968702,https://www.bazaraki.com/adv/3968702_residential-land-8450-m2/?p=81,Residential Field 8450 m²,€75.000  €96.000,75000,"Nicosia, Arediou",8450,,Residential,8.88,35.047098,33.188041,39,residential,9.4,moderate,LEFKOSIA,AREDIOU,1889,29,56,0,8440,Η3,ΚΑΤΟΙΚΙΑ,ΕΡΓΑΤΕΣ,ERGATES,ERGA,56.099481,56.099481,0
6313439,https://www.bazaraki.com/adv/6313439_commercial-plot-476-m2/?p=20,Commercial Plot 476 m²,€750.000,750000,"Limassol, Limassol - Agia Fyla",476,Εβ,Commercial,1575.63,34.71863953683953,33.01760827999999,7,residential,6.7,moderate,LEMESOS,"LEMESOS, LEMESOS",,,,,,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
6266144,https://www.bazaraki.com/adv/6266144_residential-plot-537-m2/?p=66,Residential Plot 537 m²,€400.000,400000,"Limassol, Agios Athanasios",537,,Residential,744.88,34.715033,33.042517,55,residential,16.4,steep,LEMESOS,"AMATHOUNTA, AG. ATHANASIOS",132,0,2-203-342,6,34428,Κα7,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
6217843,https://www.bazaraki.com/adv/6217843_share-residential-plot-1840-m2/?p=13,(Share) Residential Plot 1840 m²,€750.000  €800.000,750000,"Limassol, Pyrgos Lemesou",1840,,Residential,407.61,34.71672130729593,33.19607950698185,,,10.9,moderate,LEMESOS,PYRGOS LEMESOU,81,54,48,0,9890,Κα11,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
5970438,https://www.bazaraki.com/adv/5970438_residential-land-277-m2/?p=32,Residential Plot 277 m²,€100.000,100000,"Limassol, Foinikaria",277,H2,Residential,361.01,34.75763922717799,33.1085646260579,83,residential,12.6,moderate,LEMESOS,"AMATHOUNTA, FOINIKARIA",21,54,21,0,6649,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΓΕΡΜΑΣΟΓΕΙΑ,YERMASOYIA,YERM,47.47,10.793824,36.676176
5800913,https://www.bazaraki.com/adv/5800913_residential-land-681-m2/?p=6,Residential land 681 m²,€208.000,208000,"Nicosia, Kalithea",681,90%,Residential,305.43,35.07917951560864,33.39198765100087,23,residential,0.4,flat,LEFKOSIA,"NOTIA L/SIA - IDALION, IDALION",478,0,2-235-383,14,555,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΤΣΙΑ,LATSIA,LATS,73.836782,73.836782,0
